candidate_number,center_number,center_location,points,is_nssac,subject_count
23OE160085,23,OE,23,False,6
23OE160086,23,OE,28,False,6
23OE160091,23,OE,17,False,5
23OE160092,23,OE,22,False,6
23OE160093,23,OE,12,False,5
23OE170100,23,OE,11,False,5
23OE160094,23,OE,17,False,5
23OE170101,23,OE,22,False,5
23OE160095,23,OE,20,False,5
23OE160096,23,OE,10,False,6
23OE170104,23,OE,21,False,6
23OE160100,23,OE,8,False,6
23OE160101,23,OE,15,False,5
23OE170106,23,OE,13,False,5
23OE160102,23,OE,22,False,5
23OE170107,23,OE,29,False,6
23OE160103,23,OE,14,False,5
23OE170108,23,OE,18,False,5
23OE160104,23,OE,31,False,6
23OE160105,23,OE,18,False,6
23OE170110,23,OE,22,False,5
23OE160107,23,OE,14,False,6
23OE170112,23,OE,20,False,6
23OE160109,23,OE,25,False,5
23OE170113,23,OE,16,False,5
23OE160110,23,OE,27,False,5
23OE170115,23,OE,19,False,6
23OE160116,23,OE,17,False,5
23OE170120,23,OE,13,False,5
23OE160119,23,OE,24,False,5
23OE170121,23,OE,11,False,6
23OE160120,23,OE,26,False,6
23OE170123,23,OE,7,False,5
23OE170126,23,OE,18,False,6
23OE160127,23,OE,30,False,5
23OE170127,23,OE,16,False,5
23OE160128,23,OE,29,False,5
23OE160129,23,OE,32,False,6
23OE160130,23,OE,19,False,5
23OE170129,23,OE,10,False,5
23OE170132,23,OE,14,False,6
23OE160135,23,OE,16,False,5
23OE170133,23,OE,18,False,6
23OE160136,23,OE,22,False,5
23OE170134,23,OE,16,False,5
23OE160137,23,OE,24,False,5
23OE170136,23,OE,19,False,6
23OE160139,23,OE,17,False,5
23OE160140,23,OE,21,False,6
23OE170139,23,OE,18,False,5
23OE160144,23,OE,23,False,6
23OE170146,23,OE,11,False,5
23OE160152,23,OE,23,False,5
23OE170147,23,OE,20,False,6
23OE160153,23,OE,14,False,5
23OE160154,23,OE,16,False,6
23OE170152,23,OE,12,False,5
23OE160161,23,OE,14,False,5
23OE170153,23,OE,11,False,5
23OE170001,23,OE,18,False,5
23OE170003,23,OE,6,False,5
23OE190032,23,OE,17,False,5
23OE200036,23,OE,22,False,6
23OE200037,23,OE,20,False,5
23OE190036,23,OE,3,False,5
23OE200041,23,OE,18,False,5
23OE200042,23,OE,28,False,6
23OE190038,23,OE,7,False,6
23OE190039,23,OE,13,False,5
23OE200045,23,OE,24,False,6
23OE200046,23,OE,9,False,5
23OE190044,23,OE,22,False,6
23OE190045,23,OE,13,False,5
23OE200052,23,OE,22,False,5
23OE200053,23,OE,27,False,5
23OE190047,23,OE,12,False,5
23OE190048,23,OE,14,False,5
23OE200056,23,OE,23,False,5
23OE190049,23,OE,30,False,5
23OE200057,23,OE,32,False,5
23OE200058,23,OE,24,False,6
23OE190051,23,OE,5,False,6
23OE190052,23,OE,15,False,5
23OE200061,23,OE,23,False,5
23OE190053,23,OE,16,False,5
23OE200062,23,OE,24,False,5
23OE190054,23,OE,10,False,5
23OE200063,23,OE,19,False,6
23OE200064,23,OE,25,False,5
23OE190058,23,OE,10,False,5
23OE190059,23,OE,0,False,5
23OE200070,23,OE,18,False,6
23OE200071,23,OE,23,False,5
23OE190063,23,OE,14,False,6
23OE190064,23,OE,10,False,5
23OE200077,23,OE,21,False,6
23OE190065,23,OE,4,False,5
23OE200078,23,OE,27,False,5
23OE190066,23,OE,0,False,5
23OE200079,23,OE,20,False,6
23OE200080,23,OE,21,False,5
23OE190068,23,OE,3,False,5
23OE190070,23,OE,6,False,5
23OE190072,23,OE,17,False,6
23OE190073,23,OE,10,False,5
23OE200087,23,OE,39,False,6
23OE200088,23,OE,33,False,6
23OE190077,23,OE,6,False,5
23OE190078,23,OE,10,False,5
23OE200094,23,OE,32,False,6
23OE190079,23,OE,13,False,5
23OE200095,23,OE,27,False,5
23OE200096,23,OE,24,False,6
23OE190083,23,OE,7,False,5
23OE200100,23,OE,22,False,5
23OE190085,23,OE,11,False,5
23OE190088,23,OE,8,False,5
23OE190089,23,OE,13,False,5
23OE200108,23,OE,19,False,5
23OE190090,23,OE,9,False,5
23OE200109,23,OE,21,False,6
23OE200110,23,OE,11,False,5
23OE190092,23,OE,12,False,5
23OE190093,23,OE,14,False,5
23OE200113,23,OE,21,False,5
23OE200114,23,OE,0,False,5
23OE190098,23,OE,9,False,6
23OE200120,23,OE,27,False,5
23OE190102,23,OE,12,False,6
23OE190103,23,OE,9,False,5
23OE200126,23,OE,21,False,5
23OE190104,23,OE,17,False,5
23OE200127,23,OE,22,False,5
23OE190105,23,OE,16,False,5
23OE200128,23,OE,22,False,6
23OE200129,23,OE,26,False,5
23OE190108,23,OE,23,False,5
23OE190109,23,OE,10,False,5
23OE200134,23,OE,17,False,6
23OE190110,23,OE,14,False,5
23OE200135,23,OE,29,False,5
23OE200136,23,OE,28,False,5
23OE190112,23,OE,21,False,5
23OE190113,23,OE,20,False,5
23OE200139,23,OE,20,False,5
23OE190114,23,OE,25,False,5
23OE200140,23,OE,31,False,6
23OE200141,23,OE,31,False,6
23OE190116,23,OE,5,False,6
23OE200143,23,OE,26,False,5
23OE190118,23,OE,11,False,6
23OE210002,23,OE,22,False,5
23OE190126,23,OE,15,False,5
23OE190131,23,OE,26,False,6
23OE210017,23,OE,28,False,5
23OE190133,23,OE,14,False,6
23OE190138,23,OE,24,False,6
23OE210026,23,OE,25,False,6
23OE190143,23,OE,3,False,6
23OE210032,23,OE,19,False,5
23OE190145,23,OE,8,False,5
23OE210034,23,OE,13,False,5
23OE190147,23,OE,9,False,5
23OE190150,23,OE,10,False,6
23OE210040,23,OE,24,False,5
23OE200001,23,OE,26,False,5
23OE210045,23,OE,11,False,5
23OE200003,23,OE,28,False,6
23OE200004,23,OE,16,False,5
23OE210048,23,OE,16,False,5
23OE200005,23,OE,22,False,5
23OE210049,23,OE,17,False,5
23OE200006,23,OE,21,False,5
23OE210050,23,OE,11,False,5
23OE200007,23,OE,25,False,5
23OE210051,23,OE,27,False,5
23OE200011,23,OE,19,False,5
23OE210055,23,OE,17,False,5
23OE200012,23,OE,23,False,5
23OE200013,23,OE,32,False,6
23OE210058,23,OE,29,False,6
23OE200016,23,OE,24,False,5
23OE210059,23,OE,16,False,6
23OE200017,23,OE,18,False,6
23OE200018,23,OE,16,False,6
23OE210061,23,OE,10,False,5
23OE200020,23,OE,23,False,5
23OE210062,23,OE,15,False,5
23OE200021,23,OE,29,False,5
23OE210063,23,OE,15,False,6
23OE210064,23,OE,25,False,5
23OE200023,23,OE,30,False,5
23OE210067,23,OE,27,False,5
23OE200025,23,OE,29,False,5
23OE210069,23,OE,22,False,6
23OE210070,23,OE,22,False,6
23OE210072,23,OE,27,False,6
23OE210073,23,OE,18,False,5
23OE210075,23,OE,24,False,5
23OE200034,23,OE,17,False,5
"""","""",,0,False,0
23OE210078,23,OE,27,False,5
23OE240055,23,OE,24,False,6
23OE210079,23,OE,16,False,5
23OE210080,23,OE,17,False,6
23OE210081,23,OE,17,False,5
23OE240057,23,OE,22,False,5
23OE210083,23,OE,23,False,5
23OE240059,23,OE,21,False,5
23OE210090,23,OE,33,False,6
23OE210091,23,OE,37,False,6
23OE240068,23,OE,11,False,5
23OE210096,23,OE,15,False,5
23OE240070,23,OE,21,False,5
23OE240073,23,OE,13,False,5
23OE210101,23,OE,14,False,5
23OE240074,23,OE,24,False,6
23OE210102,23,OE,15,False,5
23OE240075,23,OE,1,False,5
23OE210103,23,OE,22,False,5
23OE210104,23,OE,14,False,6
23OE240077,23,OE,25,False,5
23OE210106,23,OE,15,False,6
23OE240079,23,OE,32,False,6
23OE210108,23,OE,30,False,6
23OE240081,23,OE,33,False,6
23OE210113,23,OE,10,False,5
23OE210115,23,OE,16,False,5
23OE210116,23,OE,29,False,6
23OE210119,23,OE,22,False,5
23OE210120,23,OE,21,False,6
23OE210121,23,OE,21,False,5
23OE240091,23,OE,26,False,6
23OE210123,23,OE,17,False,5
23OE240093,23,OE,22,False,5
23OE210124,23,OE,14,False,5
23OE240094,23,OE,15,False,5
23OE210125,23,OE,11,False,5
23OE230001,23,OE,27,False,6
23OE240097,23,OE,30,False,6
23OE230005,23,OE,34,False,6
23OE230006,23,OE,24,False,5
23OE240099,23,OE,19,False,5
23OE230007,23,OE,23,False,5
23OE240100,23,OE,33,False,6
23OE230008,23,OE,25,False,5
23OE230009,23,OE,33,False,6
23OE240104,23,OE,21,False,5
23OE230014,23,OE,32,False,6
23OE240107,23,OE,11,False,6
23OE230018,23,OE,26,False,5
23OE240108,23,OE,21,False,5
23OE230019,23,OE,33,False,5
23OE240109,23,OE,21,False,6
23OE230020,23,OE,30,False,5
23OE240110,23,OE,17,False,5
23OE230021,23,OE,24,False,5
23OE230022,23,OE,35,False,6
23OE240112,23,OE,19,False,6
23OE230024,23,OE,20,False,5
23OE240114,23,OE,15,False,6
23OE230025,23,OE,31,False,6
23OE230026,23,OE,28,False,6
23OE240119,23,OE,26,False,6
23OE230032,23,OE,24,False,5
23OE240120,23,OE,26,False,5
23OE230033,23,OE,25,False,5
23OE230034,23,OE,26,False,6
23OE240125,23,OE,34,False,6
23OE230041,23,OE,26,False,5
23OE240126,23,OE,26,False,6
23OE230042,23,OE,26,False,5
23OE240127,23,OE,20,False,5
23OE230043,23,OE,27,False,5
23OE230044,23,OE,36,False,6
23OE230045,23,OE,20,False,5
23OE250001,23,OE,30,False,6
23OE230046,23,OE,32,False,5
23OE250002,23,OE,16,False,5
23OE230047,23,OE,36,False,6
23OE230048,23,OE,28,False,5
23OE250004,23,OE,16,False,6
23OE230049,23,OE,27,False,5
23OE250005,23,OE,11,False,5
23OE230050,23,OE,32,False,5
23OE230051,23,OE,34,False,5
23OE250009,23,OE,29,False,5
23OE250012,23,OE,24,False,5
23OE230060,23,OE,34,False,5
23OE250013,23,OE,20,False,6
23OE230061,23,OE,30,False,5
23OE250014,23,OE,30,False,5
23OE250015,23,OE,27,False,5
23OE230063,23,OE,27,False,5
23OE250016,23,OE,28,False,5
23OE230064,23,OE,33,False,5
23OE230065,23,OE,37,False,6
23OE230066,23,OE,35,False,5
23OE250018,23,OE,33,False,5
23OE230067,23,OE,26,False,5
23OE250019,23,OE,25,False,5
23OE230068,23,OE,28,False,6
23OE230069,23,OE,37,False,5
23OE230070,23,OE,27,False,5
23OE230071,23,OE,43,False,6
23OE230073,23,OE,32,False,5
23OE250024,23,OE,27,False,6
23OE250025,23,OE,31,False,5
23OE250026,23,OE,18,False,5
23OE240007,23,OE,7,False,5
23OE250034,23,OE,26,False,5
23OE250035,23,OE,29,False,5
23OE240009,23,OE,16,False,5
23OE240011,23,OE,19,False,5
23OE240013,23,OE,21,False,5
23OE240017,23,OE,14,False,5
23OE240019,23,OE,21,False,6
23OE240021,23,OE,12,False,5
23OE240028,23,OE,29,False,5
23OE250058,23,OE,28,False,5
23OE240030,23,OE,20,False,5
23OE240031,23,OE,19,False,5
23OE250062,23,OE,25,False,5
23OE240032,23,OE,16,False,5
23OE250063,23,OE,22,False,5
23OE250064,23,OE,28,False,5
23OE240037,23,OE,37,False,6
23OE250070,23,OE,24,False,6
23OE240039,23,OE,16,False,5
23OE240041,23,OE,9,False,6
23OE240042,23,OE,21,False,5
23OE250075,23,OE,25,False,5
23OE240043,23,OE,20,False,5
23OE250076,23,OE,0,False,5
23OE240044,23,OE,24,False,5
23OE250077,23,OE,23,False,6
23OE240045,23,OE,21,False,5
23OE250078,23,OE,25,False,6
23OE250079,23,OE,31,False,5
23OE240047,23,OE,33,False,6
23OE250081,23,OE,34,False,5
23OE240049,23,OE,21,False,6
23OE250090,23,OE,23,False,5
23OE320036,23,OE,29,False,6
23OE250091,23,OE,29,False,5
23OE320037,23,OE,22,False,5
23OE250092,23,OE,18,False,5
23OE320038,23,OE,21,False,6
23OE250093,23,OE,20,False,5
23OE320039,23,OE,32,False,6
23OE250094,23,OE,21,False,5
23OE320040,23,OE,31,False,5
23OE250095,23,OE,23,False,5
23OE320041,23,OE,32,False,5
23OE250096,23,OE,27,False,5
23OE320042,23,OE,19,False,5
23OE250097,23,OE,23,False,5
23OE320043,23,OE,26,False,5
23OE250098,23,OE,31,False,5
23OE320044,23,OE,33,False,5
23OE250099,23,OE,28,False,5
23OE320045,23,OE,36,False,6
23OE250100,23,OE,31,False,6
23OE250102,23,OE,23,False,5
23OE250103,23,OE,29,False,6
23OE320049,23,OE,18,False,5
23OE250105,23,OE,33,False,6
23OE320051,23,OE,18,False,5
23OE250107,23,OE,26,False,6
23OE320053,23,OE,37,False,6
23OE250109,23,OE,29,False,6
23OE250110,23,OE,20,False,5
23OE320055,23,OE,35,False,5
23OE250112,23,OE,21,False,5
23OE320057,23,OE,27,False,5
23OE250114,23,OE,28,False,5
23OE320059,23,OE,32,False,5
23OE250116,23,OE,17,False,5
23OE320061,23,OE,27,False,5
23OE250117,23,OE,23,False,5
23OE320062,23,OE,41,False,6
23OE250118,23,OE,32,False,5
23OE320063,23,OE,29,False,5
23OE250119,23,OE,22,False,5
23OE320065,23,OE,20,False,5
23OE250120,23,OE,17,False,5
23OE320066,23,OE,25,False,6
23OE250121,23,OE,27,False,5
23OE320067,23,OE,26,False,5
23OE250122,23,OE,31,False,5
23OE250123,23,OE,26,False,6
23OE320069,23,OE,24,False,5
23OE250125,23,OE,34,False,6
23OE320071,23,OE,29,False,5
23OE250127,23,OE,37,False,6
23OE320073,23,OE,39,False,5
23OE250129,23,OE,36,False,6
23OE320075,23,OE,25,False,5
23OE250131,23,OE,37,False,6
23OE320077,23,OE,24,False,6
23OE250133,23,OE,41,False,6
23OE320079,23,OE,11,False,6
23OE250135,23,OE,25,False,5
23OE320080,23,OE,29,False,5
23OE250136,23,OE,24,False,5
23OE250138,23,OE,31,False,5
23OE250140,23,OE,23,False,5
23OE250142,23,OE,12,False,5
23OE250144,23,OE,30,False,5
23OE320090,23,OE,31,False,6
23OE250147,23,OE,15,False,6
23OE320092,23,OE,34,False,5
23OE250149,23,OE,27,False,6
23OE320094,23,OE,27,False,5
23OE250151,23,OE,24,False,6
23OE320096,23,OE,22,False,6
23OE250153,23,OE,40,False,6
23OE250154,23,OE,30,False,5
23OE320098,23,OE,26,False,5
23OE250155,23,OE,31,False,5
23OE320099,23,OE,27,False,5
23OE250156,23,OE,33,False,5
23OE320100,23,OE,33,False,6
23OE250157,23,OE,23,False,5
23OE250159,23,OE,37,False,5
23OE250161,23,OE,28,False,5
23OE320106,23,OE,20,False,5
23OE250164,23,OE,31,False,6
23OE320108,23,OE,26,False,6
23OE250166,23,OE,26,False,6
23OE320110,23,OE,36,False,6
23OE250168,23,OE,30,False,6
23OE250171,23,OE,32,False,5
23OE320115,23,OE,31,False,5
23OE250174,23,OE,31,False,6
23OE320117,23,OE,25,False,6
23OE250177,23,OE,21,False,5
23OE320119,23,OE,29,False,6
23OE250179,23,OE,28,False,5
23OE320121,23,OE,26,False,5
23OE250183,23,OE,28,False,6
23OE250185,23,OE,24,False,6
23OE250186,23,OE,36,False,6
23OE320128,23,OE,28,False,6
23OE250188,23,OE,30,False,6
23OE250196,23,OE,16,False,5
23OE320136,23,OE,24,False,5
23OE250199,23,OE,26,False,6
23OE320138,23,OE,23,False,5
23OE250201,23,OE,31,False,6
23OE320140,23,OE,28,False,6
23OE320145,23,OE,26,False,5
23OE250209,23,OE,34,False,5
23OE320147,23,OE,23,False,5
23OE250211,23,OE,27,False,6
23OE320149,23,OE,19,False,6
23OE250213,23,OE,19,False,5
23OE320150,23,OE,34,False,5
23OE250214,23,OE,16,False,5
23OE250215,23,OE,18,False,6
23OE320152,23,OE,26,False,5
23OE320002,23,OE,36,False,6
23OE320154,23,OE,31,False,5
23OE320004,23,OE,34,False,6
23OE320156,23,OE,27,False,5
23OE320006,23,OE,27,False,6
23OE320158,23,OE,33,False,6
23OE320008,23,OE,30,False,6
23OE320160,23,OE,36,False,5
23OE320010,23,OE,33,False,6
23OE320162,23,OE,36,False,6
23OE320012,23,OE,18,False,6
23OE340001,23,OE,14,False,5
23OE320015,23,OE,31,False,5
23OE320019,23,OE,34,False,5
23OE320020,23,OE,20,False,5
23OE340011,23,OE,27,False,5
23OE340012,23,OE,32,False,5
23OE320022,23,OE,26,False,5
23OE320023,23,OE,23,False,5
23OE340015,23,OE,29,False,6
23OE320024,23,OE,18,False,5
23OE340016,23,OE,35,False,6
23OE340017,23,OE,33,False,5
23OE320027,23,OE,33,False,5
23OE320028,23,OE,33,False,5
23OE340022,23,OE,24,False,6
23OE320029,23,OE,20,False,5
23OE340023,23,OE,25,False,6
23OE320031,23,OE,35,False,5
23OE340025,23,OE,30,False,6
23OE320033,23,OE,12,False,5
23OE340032,23,OE,21,False,6
23OE340035,23,OE,19,False,5
23OE340230,23,OE,20,False,5
23OE340038,23,OE,22,False,5
23OE340039,23,OE,0,False,5
23OE340040,23,OE,16,False,5
23OE340041,23,OE,15,False,6
23OE340235,23,OE,28,False,5
23OE340236,23,OE,24,False,6
23OE340238,23,OE,28,False,5
23OE340239,23,OE,26,False,5
23OE340240,23,OE,19,False,5
23OE340048,23,OE,26,False,5
23OE340241,23,OE,31,False,5
23OE340051,23,OE,16,False,5
23OE340052,23,OE,17,False,6
23OE340053,23,OE,33,False,5
23OE340054,23,OE,19,False,5
23OE360001,23,OE,13,False,5
23OE340055,23,OE,19,False,5
23OE360002,23,OE,27,False,6
23OE340056,23,OE,17,False,5
23OE360003,23,OE,15,False,5
23OE340057,23,OE,19,False,5
23OE360004,23,OE,25,False,6
23OE340058,23,OE,20,False,5
23OE360005,23,OE,17,False,5
23OE340059,23,OE,17,False,5
23OE360007,23,OE,30,False,5
23OE340060,23,OE,24,False,5
23OE340061,23,OE,43,False,6
23OE360011,23,OE,11,False,6
23OE360014,23,OE,9,False,5
23OE340068,23,OE,30,False,6
23OE340069,23,OE,30,False,6
23OE380002,23,OE,19,False,5
23OE340074,23,OE,30,False,6
23OE340075,23,OE,25,False,5
23OE380005,23,OE,10,False,5
23OE340076,23,OE,29,False,5
23OE380006,23,OE,9,False,5
23OE340077,23,OE,27,False,5
23OE380007,23,OE,10,False,5
23OE340078,23,OE,28,False,5
23OE380008,23,OE,17,False,5
23OE340080,23,OE,35,False,5
23OE380010,23,OE,14,False,5
23OE340081,23,OE,23,False,6
23OE340082,23,OE,31,False,6
23OE380015,23,OE,16,False,6
23OE340087,23,OE,31,False,5
23OE340088,23,OE,26,False,6
23OE340089,23,OE,19,False,5
23OE380017,23,OE,10,False,6
23OE340090,23,OE,16,False,5
23OE380018,23,OE,18,False,5
23OE340091,23,OE,12,False,5
23OE410001,23,OE,11,False,5
23OE340092,23,OE,22,False,5
23OE410002,23,OE,7,False,5
23OE410003,23,OE,11,False,5
23OE410008,23,OE,14,False,5
23OE410009,23,OE,17,False,6
23OE340101,23,OE,24,False,6
23OE340103,23,OE,20,False,5
23OE410012,23,OE,15,False,6
23OE410014,23,OE,17,False,5
23OE410015,23,OE,10,False,5
23OE410016,23,OE,9,False,5
23OE410017,23,OE,19,False,6
23OE340112,23,OE,13,False,5
23OE410020,23,OE,9,False,5
23OE340113,23,OE,27,False,5
23OE340114,23,OE,32,False,5
23OE340115,23,OE,22,False,6
23OE340116,23,OE,30,False,5
23OE340117,23,OE,24,False,6
23OE340118,23,OE,30,False,5
23OE340119,23,OE,37,False,6
23OE340120,23,OE,22,False,5
23OE340121,23,OE,11,False,5
23OE340122,23,OE,8,False,5
23OE410031,23,OE,32,False,5
23OE410032,23,OE,21,False,5
23OE410033,23,OE,25,False,5
23OE340127,23,OE,29,False,5
23OE410034,23,OE,15,False,5
23OE340129,23,OE,22,False,5
23OE410036,23,OE,14,False,5
23OE340131,23,OE,22,False,6
23OE340133,23,OE,15,False,5
23OE340134,23,OE,37,False,5
23OE340135,23,OE,20,False,5
23OE340136,23,OE,20,False,6
23OE340138,23,OE,29,False,5
23OE410045,23,OE,8,False,5
23OE340140,23,OE,16,False,5
23OE410047,23,OE,21,False,6
23OE340143,23,OE,22,False,5
23OE410050,23,OE,28,False,6
23OE340144,23,OE,23,False,5
23OE410051,23,OE,10,False,5
23OE340145,23,OE,26,False,5
23OE410052,23,OE,11,False,5
23OE340146,23,OE,29,False,5
23OE340147,23,OE,14,False,6
23OE340149,23,OE,21,False,5
23OE410055,23,OE,14,False,6
23OE340150,23,OE,22,False,5
23OE340151,23,OE,23,False,5
23OE340152,23,OE,31,False,5
23OE340153,23,OE,25,False,5
23OE340154,23,OE,37,False,6
23OE340157,23,OE,32,False,5
23OE410062,23,OE,25,False,5
23OE340160,23,OE,27,False,5
23OE340161,23,OE,26,False,6
23OE410067,23,OE,8,False,5
23OE340163,23,OE,34,False,5
23OE410068,23,OE,26,False,6
23OE340165,23,OE,28,False,5
23OE410070,23,OE,20,False,6
23OE340168,23,OE,30,False,6
23OE340169,23,OE,33,False,6
23OE340171,23,OE,27,False,5
23OE410076,23,OE,13,False,5
23OE340173,23,OE,28,False,5
23OE410078,23,OE,12,False,5
23OE340175,23,OE,31,False,5
23OE410080,23,OE,9,False,5
23OE410081,23,OE,24,False,6
23OE410082,23,OE,17,False,6
23OE340178,23,OE,23,False,5
23OE410083,23,OE,28,False,6
23OE340179,23,OE,12,False,5
23OE410084,23,OE,9,False,5
23OE340180,23,OE,14,False,5
23OE410085,23,OE,10,False,5
23OE340181,23,OE,31,False,5
23OE410086,23,OE,8,False,5
23OE410087,23,OE,14,False,6
23OE410088,23,OE,26,False,5
23OE340184,23,OE,19,False,5
23OE340185,23,OE,32,False,5
23OE410092,23,OE,17,False,6
23OE340186,23,OE,24,False,5
23OE340187,23,OE,38,False,6
23OE340188,23,OE,26,False,5
23OE340189,23,OE,34,False,5
23OE340190,23,OE,15,False,5
23OE340191,23,OE,35,False,6
23OE340192,23,OE,40,False,6
23OE430001,23,OE,24,False,6
23OE340197,23,OE,26,False,6
23OE430006,23,OE,26,False,5
23OE340203,23,OE,25,False,5
23OE430007,23,OE,19,False,5
23OE340204,23,OE,25,False,6
23OE340205,23,OE,36,False,6
23OE430011,23,OE,24,False,6
23OE340210,23,OE,33,False,6
23OE340214,23,OE,24,False,6
23OE430017,23,OE,19,False,5
23OE340217,23,OE,29,False,5
23OE430018,23,OE,15,False,5
23OE340218,23,OE,24,False,5
23OE430019,23,OE,23,False,5
23OE340219,23,OE,23,False,5
23OE430021,23,OE,35,False,6
23OE340222,23,OE,21,False,5
23OE430022,23,OE,28,False,6
23OE340223,23,OE,23,False,5
23OE430024,23,OE,24,False,5
23OE460094,23,OE,9,False,5
23OE460095,23,OE,27,False,5
23OE430028,23,OE,25,False,6
23OE430029,23,OE,23,False,5
23OE460101,23,OE,12,False,5
23OE460102,23,OE,21,False,5
23OE430031,23,OE,27,False,6
23OE430035,23,OE,19,False,6
23OE460109,23,OE,11,False,5
23OE430038,23,OE,31,False,5
23OE430039,23,OE,21,False,5
23OE460114,23,OE,17,False,5
23OE430040,23,OE,18,False,5
23OE460115,23,OE,5,False,6
23OE430041,23,OE,14,False,5
23OE460116,23,OE,22,False,5
23OE430042,23,OE,26,False,5
23OE460117,23,OE,17,False,5
23OE460118,23,OE,16,False,6
23OE430044,23,OE,24,False,6
23OE430045,23,OE,22,False,5
23OE460121,23,OE,14,False,6
23OE460122,23,OE,5,False,5
23OE430047,23,OE,23,False,5
23OE430048,23,OE,31,False,5
23OE460125,23,OE,31,False,6
23OE430049,23,OE,23,False,5
23OE460126,23,OE,13,False,5
23OE460127,23,OE,9,False,5
23OE430051,23,OE,32,False,6
23OE430055,23,OE,15,False,6
23OE430056,23,OE,24,False,5
23OE460134,23,OE,11,False,5
23OE450001,23,OE,11,False,5
23OE460135,23,OE,25,False,5
23OE450004,23,OE,30,False,5
23OE460138,23,OE,11,False,5
23OE450006,23,OE,21,False,5
23OE460140,23,OE,11,False,5
23OE450008,23,OE,23,False,5
23OE460142,23,OE,7,False,6
23OE450010,23,OE,31,False,5
23OE460144,23,OE,10,False,5
23OE450011,23,OE,27,False,5
23OE450012,23,OE,23,False,5
23OE450013,23,OE,29,False,6
23OE450014,23,OE,13,False,5
23OE450015,23,OE,15,False,6
23OE450016,23,OE,24,False,5
23OE460150,23,OE,12,False,5
23OE450019,23,OE,27,False,5
23OE460153,23,OE,14,False,5
23OE460154,23,OE,6,False,5
23OE450021,23,OE,28,False,5
23OE460155,23,OE,16,False,6
23OE450024,23,OE,15,False,5
23OE460158,23,OE,15,False,5
23OE450027,23,OE,31,False,5
23OE460161,23,OE,25,False,6
23OE450029,23,OE,18,False,6
23OE460167,23,OE,14,False,5
23OE460168,23,OE,10,False,6
23OE460169,23,OE,6,False,5
23OE460170,23,OE,20,False,5
23OE450038,23,OE,25,False,5
23OE470001,23,OE,20,False,5
23OE470003,23,OE,25,False,5
23OE450042,23,OE,20,False,5
23OE470004,23,OE,20,False,5
23OE450043,23,OE,25,False,5
23OE470005,23,OE,19,False,6
23OE450044,23,OE,23,False,6
23OE450045,23,OE,35,False,6
23OE470008,23,OE,30,False,6
23OE450048,23,OE,21,False,6
23OE470010,23,OE,21,False,6
23OE450050,23,OE,19,False,5
23OE470011,23,OE,3,False,5
23OE450051,23,OE,27,False,5
23OE450053,23,OE,12,False,6
23OE450055,23,OE,19,False,6
23OE470017,23,OE,18,False,5
23OE450060,23,OE,19,False,5
23OE470018,23,OE,11,False,6
23OE450061,23,OE,28,False,5
23OE470019,23,OE,20,False,6
23OE450062,23,OE,10,False,5
23OE450063,23,OE,23,False,6
23OE470023,23,OE,27,False,5
23OE470024,23,OE,27,False,6
23OE460005,23,OE,19,False,5
23OE470025,23,OE,15,False,6
23OE460006,23,OE,23,False,5
23OE470027,23,OE,17,False,5
23OE470032,23,OE,27,False,6
23OE460014,23,OE,29,False,5
23OE470033,23,OE,27,False,5
23OE460015,23,OE,13,False,6
23OE460016,23,OE,12,False,6
23OE460017,23,OE,20,False,5
23OE470035,23,OE,19,False,6
23OE460018,23,OE,22,False,5
23OE470036,23,OE,19,False,6
23OE460019,23,OE,0,False,5
23OE460020,23,OE,0,False,6
23OE470039,23,OE,7,False,6
23OE460024,23,OE,10,False,6
23OE460025,23,OE,8,False,5
23OE470041,23,OE,2,False,5
23OE470044,23,OE,26,False,5
23OE460029,23,OE,25,False,5
23OE460030,23,OE,21,False,6
23OE470047,23,OE,7,False,5
23OE470050,23,OE,26,False,5
23OE460038,23,OE,32,False,6
23OE470052,23,OE,39,False,5
23OE460040,23,OE,12,False,5
23OE470053,23,OE,24,False,5
23OE460041,23,OE,28,False,6
23OE460042,23,OE,25,False,6
23OE460043,23,OE,27,False,5
23OE470055,23,OE,22,False,6
23OE460046,23,OE,24,False,5
23OE470058,23,OE,27,False,5
23OE460047,23,OE,28,False,5
23OE460048,23,OE,11,False,5
23OE460049,23,OE,5,False,6
23OE470063,23,OE,6,False,6
23OE460056,23,OE,10,False,5
23OE470066,23,OE,21,False,6
23OE460057,23,OE,27,False,6
23OE460058,23,OE,15,False,6
23OE470068,23,OE,28,False,6
23OE460060,23,OE,7,False,5
23OE470069,23,OE,27,False,6
23OE470072,23,OE,17,False,6
23OE460065,23,OE,15,False,5
23OE480001,23,OE,19,False,5
23OE460066,23,OE,30,False,6
23OE460067,23,OE,19,False,6
23OE480005,23,OE,24,False,5
23OE460072,23,OE,25,False,6
23OE480008,23,OE,27,False,5
23OE460076,23,OE,19,False,5
23OE480009,23,OE,15,False,5
23OE460077,23,OE,18,False,5
23OE480010,23,OE,23,False,6
23OE460078,23,OE,10,False,5
23OE480011,23,OE,30,False,5
23OE460079,23,OE,20,False,5
23OE460080,23,OE,17,False,6
23OE460082,23,OE,34,False,5
23OE480014,23,OE,13,False,5
23OE460083,23,OE,20,False,6
23OE460084,23,OE,32,False,6
23OE520001,23,OE,17,False,6
23OE460086,23,OE,26,False,6
