center_number,last_4_digits,points,is_nssac,subject_count
2502,36,18,0,6
2502,51,29,0,6
2502,53,18,0,6
2502,54,23,0,6
2502,259,27,0,6
2502,59,22,0,6
2502,264,23,0,6
2503,8,12,0,6
2503,12,20,0,6
2503,16,16,0,6
2503,19,22,0,6
2503,20,24,0,6
2503,24,31,0,6
2503,26,18,0,6
2503,27,18,0,6
2503,31,20,0,6
2503,32,21,0,6
2503,33,17,0,6
2503,34,18,0,6
2503,37,23,0,6
2503,38,16,0,6
2503,41,24,0,6
2503,42,18,0,6
2503,45,24,0,6
2503,49,19,0,6
2502,311,14,0,6
2502,313,27,0,6
2502,314,30,0,6
2515,9,15,0,6
2515,10,31,0,6
2515,11,36,0,6
2502,321,15,0,6
2502,323,19,0,6
2502,328,12,0,6
2502,332,33,0,6
2502,333,18,0,6
2515,29,25,0,6
2515,30,41,0,6
2502,338,13,0,6
2502,339,19,0,6
2502,340,14,0,6
2515,36,14,0,6
2515,38,18,0,6
2515,40,27,0,6
2515,48,23,0,6
2502,359,16,0,6
2515,57,22,0,6
2502,367,26,0,6
2502,374,19,0,6
2502,375,17,0,6
2502,376,19,0,6
2502,377,24,0,6
2502,395,17,0,6
2502,396,11,0,6
2515,87,28,0,6
2515,93,22,0,6
2518,3,12,0,6
2502,410,9,0,6
2518,6,19,0,6
2502,419,28,0,6
2502,420,18,0,6
2518,18,12,0,6
2518,19,21,0,6
2518,20,19,0,6
2518,23,14,0,6
2518,27,17,0,6
2502,444,30,0,6
2502,445,25,0,6
2502,450,18,0,6
2502,451,20,0,6
2518,46,22,0,6
2518,51,12,0,6
2518,53,12,0,6
2518,56,19,0,6
2518,57,19,0,6
2518,60,13,0,6
2518,61,16,0,6
2518,62,21,0,6
2525,59,27,0,6
2518,68,15,0,6
2518,70,9,0,6
2518,72,9,0,6
2518,73,22,0,6
2518,74,29,0,6
2518,76,20,0,6
2518,77,21,0,6
2518,78,24,0,6
2529,11,21,0,6
2529,16,9,0,6
2529,18,25,0,6
2518,89,24,0,6
2529,23,23,0,6
2529,26,25,0,6
2518,100,23,0,6
2529,32,19,0,6
2529,33,23,0,6
2529,37,14,0,6
2529,38,23,0,6
2529,44,11,0,6
2529,46,23,0,6
2529,48,22,0,6
2529,50,19,0,6
2529,52,33,0,6
2518,137,11,0,6
2529,68,21,0,6
2529,72,20,0,6
2529,73,20,0,6
2529,84,20,0,6
2529,85,21,0,6
2529,87,23,0,6
2529,91,18,0,6
2529,97,16,0,6
2522,20,14,0,6
2529,100,14,0,6
2529,101,15,0,6
2529,104,17,0,6
2529,107,24,0,6
2529,109,26,0,6
2529,113,25,0,6
2529,117,23,0,6
2529,119,19,0,6
2529,124,26,0,6
2530,1,16,0,6
2530,5,13,0,6
2530,10,26,0,6
2530,17,15,0,6
2530,20,8,0,6
2530,26,14,0,6
2530,28,19,0,6
2525,25,25,0,6
2530,32,23,0,6
2530,35,13,0,6
2530,36,13,0,6
2530,37,16,0,6
2530,43,15,0,6
2525,41,14,0,6
2530,274,16,0,6
2531,1,19,0,6
2530,75,7,0,6
2530,76,14,0,6
2531,7,28,0,6
2531,26,28,0,6
2530,104,21,0,6
2530,109,23,0,6
2530,110,12,0,6
2530,111,10,0,6
2531,40,28,0,6
2531,42,33,0,6
2531,49,19,0,6
2531,60,16,0,6
2531,70,15,0,6
2531,76,23,0,6
2531,77,24,0,6
2531,82,18,0,6
2531,85,16,0,6
2530,161,26,0,6
2531,91,20,0,6
2531,92,21,0,6
2531,93,26,0,6
2531,94,17,0,6
2531,95,23,0,6
2530,176,9,0,6
2531,104,27,0,6
2531,107,20,0,6
2531,110,31,0,6
2537,1,15,0,6
2537,3,22,0,6
2537,4,31,0,6
2530,200,14,0,6
2530,201,6,0,6
2537,27,27,0,6
2530,224,34,0,6
2537,44,22,0,6
2537,46,16,0,6
2537,50,12,0,6
2537,51,32,0,6
2537,54,30,0,6
2537,56,25,0,6
2537,58,30,0,6
2537,61,13,0,6
2530,250,13,0,6
2541,52,25,0,6
2541,54,12,0,6
2538,13,15,0,6
2538,14,15,0,6
2541,61,16,0,6
2541,62,21,0,6
2541,65,19,0,6
2541,66,23,0,6
2541,69,19,0,6
2541,71,18,0,6
2538,33,12,0,6
2538,34,15,0,6
2541,82,16,0,6
2541,84,15,0,6
2541,90,21,0,6
2541,93,26,0,6
2541,94,22,0,6
2538,53,17,0,6
2538,54,15,0,6
2541,104,14,0,6
2538,61,12,0,6
2541,113,19,0,6
2541,114,22,0,6
2541,121,14,0,6
2541,123,20,0,6
2541,124,18,0,6
2541,128,22,0,6
2541,130,23,0,6
2538,84,13,0,6
2541,137,17,0,6
2541,138,22,0,6
2540,3,20,0,6
2541,147,28,0,6
2540,10,18,0,6
2541,153,25,0,6
2541,155,19,0,6
2541,161,15,0,6
2543,1,20,0,6
2543,2,17,0,6
2543,3,19,0,6
2543,4,12,0,6
2540,30,0,0,6
2543,7,11,0,6
2543,8,11,0,6
2543,9,18,0,6
2543,13,19,0,6
2543,16,18,0,6
2543,18,20,0,6
2540,45,20,0,6
2540,47,31,0,6
2543,22,25,0,6
2540,50,32,0,6
2540,51,26,0,6
2541,6,22,0,6
2543,35,15,0,6
2543,36,15,0,6
2541,14,31,0,6
2543,39,14,0,6
2541,17,23,0,6
2541,18,22,0,6
2544,2,18,0,6
2544,4,22,0,6
2544,6,24,0,6
2544,7,17,0,6
2541,39,35,0,6
2541,42,17,0,6
2544,21,17,0,6
2544,22,20,0,6
2544,23,22,0,6
2545,118,23,0,6
2545,120,25,0,6
2545,125,13,0,6
2545,129,22,0,6
2545,131,13,0,6
2545,138,28,0,6
2545,139,26,0,6
2545,141,35,0,6
2545,143,18,0,6
2545,144,15,0,6
2545,146,31,0,6
2545,148,21,0,6
2545,151,14,0,6
2544,71,16,0,6
2544,72,32,0,6
2544,77,27,0,6
2548,12,22,0,6
2544,81,15,0,6
2544,82,18,0,6
2544,86,24,0,6
2544,88,12,0,6
2544,90,24,0,6
2548,36,21,0,6
2544,104,16,0,6
2544,105,18,0,6
2544,106,19,0,6
2548,48,30,0,6
2545,11,34,0,6
2545,12,26,0,6
2545,15,23,0,6
2545,17,20,0,6
2548,70,21,0,6
2548,71,20,0,6
2548,72,16,0,6
2548,77,23,0,6
2548,80,20,0,6
2548,84,25,0,6
2548,90,16,0,6
2548,92,10,0,6
2548,95,17,0,6
2548,97,19,0,6
2545,49,23,0,6
2545,51,28,0,6
2545,52,27,0,6
2548,109,12,0,6
2548,114,14,0,6
2548,116,11,0,6
2548,118,19,0,6
2550,6,15,0,6
2550,9,25,0,6
2550,11,27,0,6
2550,12,9,0,6
2550,13,15,0,6
2550,14,16,0,6
2550,15,21,0,6
2550,16,22,0,6
2550,25,20,0,6
2545,95,18,0,6
2545,97,23,0,6
2545,102,22,0,6
2545,103,18,0,6
2545,115,12,0,6
2550,51,26,0,6
2550,53,19,0,6
2550,58,26,0,6
2550,62,13,0,6
2550,103,21,0,6
2550,110,18,0,6
2550,114,16,0,6
2550,138,17,0,6
2550,150,16,0,6
2550,172,18,0,6
2550,179,19,0,6
516,107,14,0,6
517,112,20,0,6
517,115,19,0,6
517,121,11,0,6
516,120,26,0,6
517,126,18,0,6
516,129,32,0,6
517,132,14,0,6
517,133,18,0,6
517,136,19,0,6
516,140,21,0,6
516,144,23,0,6
517,147,20,0,6
516,154,16,0,6
520,36,22,0,6
520,42,28,0,6
519,38,7,0,6
520,45,24,0,6
519,44,22,0,6
520,58,24,0,6
519,51,5,0,6
520,63,19,0,6
520,70,18,0,6
519,63,14,0,6
520,77,21,0,6
520,79,20,0,6
519,72,17,0,6
520,87,39,0,6
520,88,33,0,6
520,94,32,0,6
520,96,24,0,6
520,109,21,0,6
519,98,9,0,6
519,102,12,0,6
520,128,22,0,6
520,134,17,0,6
520,140,31,0,6
520,141,31,0,6
519,116,5,0,6
519,118,11,0,6
519,131,26,0,6
519,133,14,0,6
519,138,24,0,6
521,26,25,0,6
519,143,3,0,6
519,150,10,0,6
520,3,28,0,6
520,13,32,0,6
521,58,29,0,6
521,59,16,0,6
520,17,18,0,6
520,18,16,0,6
521,63,15,0,6
521,69,22,0,6
521,70,22,0,6
521,72,27,0,6
524,55,24,0,6
521,80,17,0,6
521,90,33,0,6
521,91,37,0,6
524,74,24,0,6
521,104,14,0,6
521,106,15,0,6
524,79,32,0,6
521,108,30,0,6
524,81,33,0,6
521,116,29,0,6
521,120,21,0,6
524,91,26,0,6
523,1,27,0,6
524,97,30,0,6
523,5,34,0,6
524,100,33,0,6
523,9,33,0,6
523,14,32,0,6
524,107,11,0,6
524,109,21,0,6
523,22,35,0,6
524,112,19,0,6
524,114,15,0,6
523,25,31,0,6
523,26,28,0,6
524,119,26,0,6
523,34,26,0,6
524,125,34,0,6
524,126,26,0,6
523,44,36,0,6
525,1,30,0,6
523,47,36,0,6
525,4,16,0,6
525,13,20,0,6
523,65,37,0,6
523,68,28,0,6
523,71,43,0,6
525,24,27,0,6
524,19,21,0,6
524,37,37,0,6
525,70,24,0,6
524,41,9,0,6
525,77,23,0,6
525,78,25,0,6
524,47,33,0,6
524,49,21,0,6
532,36,29,0,6
532,38,21,0,6
532,39,32,0,6
532,45,36,0,6
525,100,31,0,6
525,103,29,0,6
525,105,33,0,6
525,107,26,0,6
532,53,37,0,6
525,109,29,0,6
532,62,41,0,6
532,66,25,0,6
525,123,26,0,6
525,125,34,0,6
525,127,37,0,6
525,129,36,0,6
525,131,37,0,6
532,77,24,0,6
525,133,41,0,6
532,79,11,0,6
532,90,31,0,6
525,147,15,0,6
525,149,27,0,6
525,151,24,0,6
532,96,22,0,6
525,153,40,0,6
532,100,33,0,6
525,164,31,0,6
532,108,26,0,6
525,166,26,0,6
532,110,36,0,6
525,168,30,0,6
525,174,31,0,6
532,117,25,0,6
532,119,29,0,6
525,183,28,0,6
525,185,24,0,6
525,186,36,0,6
532,128,28,0,6
525,188,30,0,6
525,199,26,0,6
525,201,31,0,6
532,140,28,0,6
525,211,27,0,6
532,149,19,0,6
525,215,18,0,6
532,2,36,0,6
532,4,34,0,6
532,6,27,0,6
532,158,33,0,6
532,8,30,0,6
532,10,33,0,6
532,162,36,0,6
532,12,18,0,6
534,15,29,0,6
534,16,35,0,6
534,22,24,0,6
534,23,25,0,6
534,25,30,0,6
534,32,21,0,6
534,41,15,0,6
534,236,24,0,6
534,52,17,0,6
536,2,27,0,6
536,4,25,0,6
534,61,43,0,6
536,11,11,0,6
534,68,30,0,6
534,69,30,0,6
534,74,30,0,6
534,81,23,0,6
534,82,31,0,6
538,15,16,0,6
534,88,26,0,6
538,17,10,0,6
541,9,17,0,6
534,101,24,0,6
541,12,15,0,6
541,17,19,0,6
534,115,22,0,6
534,117,24,0,6
534,119,37,0,6
534,131,22,0,6
534,136,20,0,6
541,47,21,0,6
541,50,28,0,6
534,147,14,0,6
541,55,14,0,6
534,154,37,0,6
534,161,26,0,6
541,68,26,0,6
541,70,20,0,6
534,168,30,0,6
534,169,33,0,6
541,81,24,0,6
541,82,17,0,6
541,83,28,0,6
541,87,14,0,6
541,92,17,0,6
534,187,38,0,6
534,191,35,0,6
534,192,40,0,6
543,1,24,0,6
534,197,26,0,6
534,204,25,0,6
534,205,36,0,6
543,11,24,0,6
534,210,33,0,6
534,214,24,0,6
543,21,35,0,6
543,22,28,0,6
543,28,25,0,6
543,31,27,0,6
543,35,19,0,6
546,115,5,0,6
546,118,16,0,6
543,44,24,0,6
546,121,14,0,6
546,125,31,0,6
543,51,32,0,6
543,55,15,0,6
546,142,7,0,6
545,13,29,0,6
545,15,15,0,6
546,155,16,0,6
546,161,25,0,6
545,29,18,0,6
546,168,10,0,6
547,5,19,0,6
545,44,23,0,6
545,45,35,0,6
547,8,30,0,6
545,48,21,0,6
547,10,21,0,6
545,53,12,0,6
545,55,19,0,6
547,18,11,0,6
547,19,20,0,6
545,63,23,0,6
547,24,27,0,6
547,25,15,0,6
547,32,27,0,6
546,15,13,0,6
546,16,12,0,6
547,35,19,0,6
547,36,19,0,6
546,20,0,0,6
547,39,7,0,6
546,24,10,0,6
546,30,21,0,6
546,38,32,0,6
546,41,28,0,6
546,42,25,0,6
547,55,22,0,6
546,49,5,0,6
547,63,6,0,6
547,66,21,0,6
546,57,27,0,6
546,58,15,0,6
547,68,28,0,6
547,69,27,0,6
547,72,17,0,6
546,66,30,0,6
546,67,19,0,6
546,72,25,0,6
548,10,23,0,6
546,80,17,0,6
546,83,20,0,6
546,84,32,0,6
552,1,17,0,6
546,86,26,0,6
552,6,32,0,6
546,91,25,0,6
553,132,16,0,6
553,133,14,0,6
553,139,13,0,6
553,140,10,0,6
553,143,11,0,6
553,146,6,0,6
557,9,13,0,6
553,10,10,0,6
557,26,17,0,6
557,27,14,0,6
557,36,20,0,6
557,37,22,0,6
553,26,17,0,6
557,71,18,0,6
557,73,21,0,6
557,74,22,0,6
557,75,26,0,6
558,3,11,0,6
553,62,19,0,6
558,27,15,0,6
553,81,21,0,6
553,85,13,0,6
558,38,25,0,6
558,44,32,0,6
558,45,27,0,6
558,54,25,0,6
558,55,27,0,6
558,60,28,0,6
558,69,10,0,6
558,84,21,0,6
553,124,27,0,6
553,127,13,0,6
702,6,25,0,6
702,9,10,0,6
559,14,11,0,6
559,15,23,0,6
702,18,28,0,6
702,27,28,0,6
559,34,8,0,6
702,31,22,0,6
702,33,15,0,6
559,42,17,0,6
559,46,19,0,6
702,42,19,0,6
702,43,20,0,6
559,53,19,0,6
702,51,24,0,6
559,61,20,0,6
702,55,20,0,6
559,64,15,0,6
559,65,2,0,6
702,60,16,0,6
559,69,36,0,6
703,2,19,0,6
703,4,27,0,6
559,73,15,0,6
559,74,24,0,6
703,7,15,0,6
559,77,11,0,6
559,83,10,0,6
703,16,14,0,6
559,90,33,0,6
559,92,19,0,6
559,101,8,0,6
703,31,30,0,6
703,46,13,0,6
562,5,30,0,6
703,55,22,0,6
703,61,19,0,6
562,11,32,0,6
562,13,8,0,6
703,67,20,0,6
562,19,25,0,6
703,72,14,0,6
563,4,24,0,6
563,6,10,0,6
703,81,13,0,6
563,8,21,0,6
703,89,7,0,6
703,90,20,0,6
563,16,9,0,6
703,94,10,0,6
563,22,13,0,6
703,103,14,0,6
703,106,16,0,6
563,38,13,0,6
703,119,23,0,6
703,122,24,0,6
703,124,14,0,6
703,129,18,0,6
704,75,28,0,6
704,81,25,0,6
703,138,14,0,6
703,139,23,0,6
703,145,18,0,6
704,89,28,0,6
704,95,20,0,6
703,158,17,0,6
703,161,17,0,6
703,165,26,0,6
703,166,30,0,6
703,168,15,0,6
704,107,20,0,6
703,170,10,0,6
703,172,28,0,6
703,174,20,0,6
703,184,20,0,6
704,124,11,0,6
703,190,11,0,6
703,191,21,0,6
704,128,20,0,6
703,195,8,0,6
703,197,24,0,6
705,5,18,0,6
705,8,32,0,6
705,9,46,0,6
705,10,23,0,6
705,11,32,0,6
705,12,30,0,6
705,16,23,0,6
706,1,17,0,6
703,220,25,0,6
703,222,31,0,6
704,1,12,0,6
704,10,35,0,6
706,19,17,0,6
706,21,18,0,6
706,22,7,0,6
704,17,11,0,6
704,21,32,0,6
704,25,28,0,6
706,46,19,0,6
706,49,13,0,6
706,52,17,0,6
706,59,21,0,6
706,61,15,0,6
704,44,33,0,6
704,53,22,0,6
706,77,12,0,6
704,59,12,0,6
704,67,22,0,6
706,113,30,0,6
706,114,9,0,6
708,78,21,0,6
706,124,18,0,6
706,125,20,0,6
708,84,16,0,6
708,87,19,0,6
706,135,24,0,6
708,89,19,0,6
708,95,9,0,6
706,146,16,0,6
706,147,17,0,6
706,152,19,0,6
708,103,19,0,6
706,157,17,0,6
706,160,0,0,6
708,111,23,0,6
708,112,15,0,6
708,114,24,0,6
706,168,8,0,6
708,117,16,0,6
708,118,22,0,6
707,3,22,0,6
707,5,6,0,6
707,7,13,0,6
707,9,8,0,6
707,11,25,0,6
708,14,23,0,6
708,22,19,0,6
708,24,7,0,6
708,30,13,0,6
708,32,14,0,6
708,39,14,0,6
708,43,19,0,6
708,45,16,0,6
708,47,23,0,6
708,54,20,0,6
712,80,29,0,6
712,81,16,0,6
712,87,20,0,6
712,92,25,0,6
711,3,10,0,6
711,4,4,0,6
712,103,33,0,6
711,12,16,0,6
712,109,38,0,6
711,15,18,0,6
711,16,17,0,6
712,115,24,0,6
712,117,26,0,6
711,28,17,0,6
712,124,27,0,6
711,33,6,0,6
711,43,8,0,6
712,138,21,0,6
711,51,15,0,6
712,143,25,0,6
711,57,24,0,6
712,147,27,0,6
712,148,28,0,6
712,149,19,0,6
711,65,15,0,6
712,4,27,0,6
712,18,7,0,6
712,22,15,0,6
712,28,23,0,6
712,40,26,0,6
712,56,31,0,6
712,64,21,0,6
712,66,29,0,6
712,68,20,0,6
902,120,25,0,6
902,129,31,0,6
901,28,28,0,6
902,141,20,0,6
902,142,21,0,6
901,34,6,0,6
901,35,20,0,6
902,150,18,0,6
901,47,7,0,6
902,158,19,0,6
901,56,19,0,6
901,59,11,0,6
901,62,20,0,6
901,79,20,0,6
902,194,26,0,6
902,1,21,0,6
902,200,20,0,6
902,10,21,0,6
902,12,20,0,6
903,6,13,0,6
903,12,24,0,6
903,13,25,0,6
902,27,27,0,6
903,18,17,0,6
903,21,15,0,6
903,22,14,0,6
902,38,34,0,6
903,29,21,0,6
902,49,28,0,6
903,36,34,0,6
902,51,17,0,6
902,52,25,0,6
902,53,27,0,6
902,54,9,0,6
903,42,27,0,6
902,62,25,0,6
903,52,16,0,6
903,57,11,0,6
903,65,11,0,6
903,67,12,0,6
903,68,28,0,6
903,72,27,0,6
903,76,18,0,6
903,77,31,0,6
903,79,21,0,6
903,82,14,0,6
903,84,13,0,6
902,102,18,0,6
902,104,29,0,6
902,107,19,0,6
902,109,14,0,6
902,114,18,0,6
902,117,21,0,6
902,119,16,0,6
906,57,13,0,6
906,58,16,0,6
904,4,43,0,6
904,6,38,0,6
906,64,19,0,6
904,16,32,0,6
905,1,23,0,6
906,78,20,0,6
905,7,16,0,6
906,82,22,0,6
906,83,23,0,6
905,17,13,0,6
906,90,9,0,6
905,21,17,0,6
905,22,12,0,6
905,23,10,0,6
906,94,23,0,6
905,25,20,0,6
905,26,16,0,6
906,97,12,0,6
905,31,13,0,6
905,33,23,0,6
905,37,10,0,6
906,106,16,0,6
906,107,27,0,6
905,40,13,0,6
905,46,15,0,6
906,115,12,0,6
905,51,19,0,6
906,124,16,0,6
906,125,6,0,6
905,67,22,0,6
906,132,17,0,6
905,73,13,0,6
905,76,6,0,6
906,140,15,0,6
906,142,7,0,6
905,83,25,0,6
905,87,14,0,6
905,93,22,0,6
905,94,22,0,6
906,161,9,0,6
906,163,21,0,6
906,166,4,0,6
906,9,22,0,6
906,11,25,0,6
906,16,18,0,6
906,18,9,0,6
906,21,27,0,6
906,23,20,0,6
906,181,32,0,6
906,184,14,0,6
906,185,18,0,6
906,188,13,0,6
906,192,3,0,6
906,197,12,0,6
906,198,11,0,6
906,203,9,0,6
906,204,20,0,6
906,206,35,0,6
906,207,12,0,6
906,212,9,0,6
908,121,17,0,6
906,220,25,0,6
907,5,17,0,6
907,6,34,0,6
907,8,35,0,6
907,14,34,0,6
907,19,27,0,6
909,31,27,0,6
907,26,23,0,6
909,40,33,0,6
909,43,25,0,6
908,10,13,0,6
909,51,25,0,6
909,58,23,0,6
909,69,29,0,6
909,79,12,0,6
909,83,23,0,6
909,84,17,0,6
908,62,16,0,6
909,118,23,0,6
909,131,24,0,6
909,136,38,0,6
909,137,11,0,6
908,82,13,0,6
909,143,16,0,6
909,146,24,0,6
909,147,32,0,6
908,89,29,0,6
908,93,13,0,6
909,157,18,0,6
908,100,18,0,6
909,168,26,0,6
908,106,8,0,6
908,108,21,0,6
909,179,23,0,6
909,185,23,0,6
908,119,14,0,6
910,6,24,0,6
910,8,19,0,6
911,108,28,0,6
911,117,22,0,6
910,20,21,0,6
910,25,24,0,6
911,129,19,0,6
910,27,24,0,6
910,29,21,0,6
910,31,24,0,6
910,35,15,0,6
910,38,27,0,6
910,54,18,0,6
911,168,19,0,6
912,1,29,0,6
910,60,23,0,6
912,6,22,0,6
912,8,8,0,6
912,14,13,0,6
911,6,28,0,6
911,7,28,0,6
911,8,33,0,6
912,21,18,0,6
912,22,20,0,6
912,23,26,0,6
912,29,20,0,6
912,35,20,0,6
912,37,23,0,6
912,40,17,0,6
912,43,19,0,6
912,44,20,0,6
912,49,32,0,6
912,50,27,0,6
912,63,31,0,6
912,64,18,0,6
912,65,24,0,6
911,48,26,0,6
912,71,33,0,6
911,58,29,0,6
911,59,24,0,6
913,1,14,0,6
913,3,13,0,6
913,8,28,0,6
913,11,28,0,6
913,12,17,0,6
913,19,13,0,6
911,86,27,0,6
913,35,15,0,6
913,37,18,0,6
913,41,28,0,6
913,48,25,0,6
915,63,25,0,6
915,69,22,0,6
913,62,18,0,6
915,78,32,0,6
915,79,23,0,6
913,72,13,0,6
913,77,12,0,6
915,89,26,0,6
915,93,20,0,6
915,102,23,0,6
914,15,15,0,6
914,17,17,0,6
914,18,18,0,6
914,19,15,0,6
915,111,21,0,6
915,122,19,0,6
915,123,29,0,6
915,128,27,0,6
914,49,16,0,6
914,51,18,0,6
914,55,9,0,6
915,153,27,0,6
915,155,30,0,6
915,161,14,0,6
915,171,28,0,6
915,173,25,0,6
915,174,17,0,6
915,191,10,0,6
915,192,18,0,6
915,193,33,0,6
914,95,17,0,6
915,2,30,0,6
915,6,34,0,6
915,7,7,0,6
916,14,15,0,6
915,14,39,0,6
915,15,24,0,6
916,17,26,0,6
915,23,30,0,6
915,31,26,0,6
915,34,14,0,6
915,35,27,0,6
916,35,16,0,6
916,36,12,0,6
915,40,23,0,6
915,41,28,0,6
916,39,25,0,6
915,46,21,0,6
915,47,42,0,6
916,48,25,0,6
915,57,35,0,6
916,57,8,0,6
919,4,19,0,6
919,12,28,0,6
916,69,1,0,6
919,14,19,0,6
916,79,17,0,6
919,36,14,0,6
919,38,10,0,6
916,96,9,0,6
919,46,22,0,6
916,103,15,0,6
916,104,0,0,6
919,51,24,0,6
916,106,19,0,6
919,54,22,0,6
916,112,13,0,6
916,114,18,0,6
916,116,14,0,6
916,117,13,0,6
919,74,11,0,6
916,134,17,0,6
916,145,10,0,6
916,148,20,0,6
916,149,2,0,6
919,96,0,0,6
919,100,16,0,6
919,102,14,0,6
916,159,28,0,6
916,167,15,0,6
919,120,16,0,6
919,121,12,0,6
919,137,24,0,6
919,138,13,0,6
919,143,19,0,6
919,146,32,0,6
919,148,12,0,6
917,32,18,0,6
919,153,23,0,6
919,156,26,0,6
917,38,16,0,6
919,161,21,0,6
917,43,0,0,6
919,169,30,0,6
917,49,22,0,6
917,50,0,0,6
917,52,23,0,6
920,5,16,0,6
919,181,16,0,6
920,11,8,0,6
919,186,15,0,6
919,187,26,0,6
919,198,26,0,6
920,27,11,0,6
919,212,14,0,6
919,228,24,0,6
920,63,18,0,6
920,69,17,0,6
920,81,26,0,6
920,82,10,0,6
919,250,21,0,6
919,258,17,0,6
919,259,13,0,6
919,261,17,0,6
920,101,11,0,6
919,268,15,0,6
919,269,24,0,6
919,270,14,0,6
921,6,33,0,6
921,8,38,0,6
919,278,24,0,6
919,279,17,0,6
919,281,35,0,6
921,15,31,0,6
921,17,24,0,6
921,20,33,0,6
919,291,19,0,6
919,292,9,0,6
921,24,27,0,6
921,25,26,0,6
921,27,30,0,6
919,300,22,0,6
919,303,20,0,6
919,311,14,0,6
921,38,26,0,6
919,313,18,0,6
921,40,29,0,6
919,317,25,0,6
921,45,17,0,6
919,325,37,0,6
921,52,34,0,6
919,328,26,0,6
919,337,15,0,6
919,338,28,0,6
919,340,22,0,6
922,12,22,0,6
922,13,13,0,6
922,14,24,0,6
922,17,30,0,6
922,18,23,0,6
922,21,27,0,6
926,109,28,0,6
922,28,12,0,6
926,135,20,0,6
926,139,23,0,6
922,59,30,0,6
926,148,17,0,6
922,66,31,0,6
922,67,29,0,6
922,68,24,0,6
926,154,29,0,6
926,156,26,0,6
926,157,16,0,6
926,162,11,0,6
926,170,21,0,6
926,172,13,0,6
922,98,4,0,6
922,99,7,0,6
926,181,15,0,6
926,192,15,0,6
926,194,14,0,6
922,117,27,0,6
922,118,25,0,6
927,1,26,0,6
927,8,21,0,6
927,15,13,0,6
927,37,26,0,6
927,41,18,0,6
927,44,23,0,6
927,50,20,0,6
927,51,13,0,6
927,57,30,0,6
926,59,18,0,6
926,60,24,0,6
926,61,9,0,6
927,60,13,0,6
927,67,31,0,6
927,68,21,0,6
926,82,42,0,6
926,83,38,0,6
926,87,12,0,6
926,96,32,0,6
926,102,18,0,6
926,106,15,0,6
927,105,28,0,6
927,113,25,0,6
927,117,23,0,6
1103,38,35,0,6
928,7,31,0,6
1103,49,24,0,6
1101,6,29,0,6
1101,7,24,0,6
1101,10,16,0,6
1101,12,21,0,6
1101,17,18,0,6
1103,59,8,0,6
1101,22,26,0,6
1101,27,16,0,6
1101,28,0,0,6
1103,68,8,0,6
1101,30,26,0,6
1103,72,28,0,6
1102,7,22,0,6
1102,11,20,0,6
1102,18,20,0,6
1102,26,14,0,6
1102,33,29,0,6
1102,34,6,0,6
1103,95,16,0,6
1103,96,16,0,6
1102,38,14,0,6
1103,99,18,0,6
1102,46,17,0,6
1102,56,13,0,6
1103,113,14,0,6
1102,62,14,0,6
1102,67,23,0,6
1102,68,18,0,6
1103,123,20,0,6
1102,74,18,0,6
1102,75,19,0,6
1102,82,31,0,6
1103,131,11,0,6
1102,86,36,0,6
1102,93,23,0,6
1103,142,13,0,6
1102,99,24,0,6
1102,100,34,0,6
1102,107,21,0,6
1104,15,10,0,6
1104,18,18,0,6
1105,164,28,0,6
1105,168,26,0,6
1104,26,24,0,6
1105,2,16,0,6
1106,10,28,0,6
1105,9,32,0,6
1106,17,40,0,6
1106,20,23,0,6
1106,23,18,0,6
1105,18,15,0,6
1105,25,34,0,6
1106,43,21,0,6
1106,45,18,0,6
1106,46,22,0,6
1106,48,15,0,6
1106,53,31,0,6
1106,54,21,0,6
1106,68,17,0,6
1106,69,31,0,6
1105,65,18,0,6
1106,73,26,0,6
1105,76,26,0,6
1106,84,23,0,6
1105,81,24,0,6
1106,90,20,0,6
1105,92,14,0,6
1106,101,26,0,6
1105,96,35,0,6
1106,105,28,0,6
1105,100,21,0,6
1105,101,38,0,6
1105,102,14,0,6
1106,111,25,0,6
1105,104,32,0,6
1106,120,14,0,6
1106,122,18,0,6
1105,114,20,0,6
1106,124,16,0,6
1105,116,34,0,6
1106,128,26,0,6
1105,121,23,0,6
1105,124,18,0,6
1106,136,30,0,6
1106,138,16,0,6
1105,130,24,0,6
1105,132,28,0,6
1106,144,26,0,6
1106,165,19,0,6
1106,166,21,0,6
1105,158,35,0,6
1106,172,17,0,6
1109,65,29,0,6
1109,67,11,0,6
1109,77,19,0,6
1109,79,11,0,6
1107,3,27,0,6
1107,8,19,0,6
1109,88,17,0,6
1109,89,11,0,6
1107,12,19,0,6
1109,94,13,0,6
1107,16,24,0,6
1109,99,21,0,6
1107,25,35,0,6
1107,29,19,0,6
1109,115,12,0,6
1109,117,30,0,6
1109,120,23,0,6
1109,124,26,0,6
1109,131,9,0,6
1109,132,15,0,6
1107,54,24,0,6
1109,138,19,0,6
1107,61,21,0,6
1107,62,36,0,6
1109,144,17,0,6
1109,156,11,0,6
1108,7,20,0,6
1109,177,13,0,6
1109,180,20,0,6
1109,194,12,0,6
1109,197,15,0,6
1109,5,17,0,6
1109,6,20,0,6
1109,207,9,0,6
1109,208,22,0,6
1109,20,16,0,6
1109,29,22,0,6
1109,222,9,0,6
1109,228,17,0,6
1109,230,27,0,6
1109,231,25,0,6
1111,103,28,0,6
1109,250,16,0,6
1109,252,17,0,6
