center_number,last_4_digits,points,is_nssac,subject_count
1109,256,8,0,6
1109,258,15,0,6
1109,260,32,0,6
1111,121,29,0,6
1109,264,23,0,6
1109,267,16,0,6
1111,126,24,0,6
1110,2,23,0,6
1111,129,31,0,6
1110,4,19,0,6
1110,5,13,0,6
1111,136,24,0,6
1110,15,17,0,6
1112,1,16,0,6
1112,2,26,0,6
1110,18,27,0,6
1110,19,12,0,6
1112,4,14,0,6
1110,21,20,0,6
1112,7,31,0,6
1112,11,31,0,6
1112,16,18,0,6
1112,23,10,0,6
1110,42,21,0,6
1110,50,23,0,6
1112,33,26,0,6
1112,34,18,0,6
1112,36,21,0,6
1112,37,27,0,6
1112,41,13,0,6
1112,46,18,0,6
1112,78,26,0,6
1112,84,23,0,6
1112,88,24,0,6
1112,89,37,0,6
1112,91,27,0,6
1112,93,23,0,6
1111,61,35,0,6
1112,102,23,0,6
1112,104,17,0,6
1112,107,24,0,6
1111,76,33,0,6
1111,87,17,0,6
1111,89,34,0,6
1114,68,24,0,6
1114,70,19,0,6
1114,71,26,0,6
1114,73,18,0,6
1117,6,29,0,6
1117,8,39,0,6
1112,157,24,0,6
1112,166,21,0,6
1118,13,7,0,6
1118,14,17,0,6
1118,16,13,0,6
1118,19,14,0,6
1118,30,7,0,6
1118,34,6,0,6
1118,36,14,0,6
1118,46,8,0,6
1118,48,12,0,6
1118,50,12,0,6
1118,52,13,0,6
1118,54,26,0,6
1118,62,16,0,6
1118,70,24,0,6
1118,81,17,0,6
1119,10,19,0,6
1119,12,16,0,6
1119,15,29,0,6
1119,21,16,0,6
1119,23,18,0,6
1113,72,34,0,6
1114,5,10,0,6
1123,4,23,0,6
1123,5,22,0,6
1114,11,4,0,6
1114,20,16,0,6
1114,21,21,0,6
1123,19,25,0,6
1123,22,33,0,6
1123,35,13,0,6
1123,43,24,0,6
1123,45,23,0,6
1114,48,23,0,6
1129,90,31,0,6
1129,92,29,0,6
1129,93,40,0,6
1129,95,12,0,6
1129,99,29,0,6
1123,72,23,0,6
1124,2,22,0,6
1129,110,12,0,6
1129,111,29,0,6
1129,117,10,0,6
1129,124,25,0,6
1129,127,19,0,6
1124,21,25,0,6
1129,132,25,0,6
1124,23,23,0,6
1129,134,27,0,6
1124,30,26,0,6
1124,32,31,0,6
1129,146,21,0,6
1129,148,20,0,6
1129,152,14,0,6
1129,154,18,0,6
1124,46,25,0,6
1130,5,15,0,6
1130,6,10,0,6
1130,7,9,0,6
1130,10,10,0,6
1125,4,36,0,6
1130,17,15,0,6
1125,7,31,0,6
1129,4,32,0,6
1130,35,14,0,6
1129,9,21,0,6
1129,11,9,0,6
1129,14,8,0,6
1129,25,13,0,6
1129,27,16,0,6
1129,28,9,0,6
1129,33,15,0,6
1130,60,29,0,6
1130,62,9,0,6
1129,40,7,0,6
1130,72,21,0,6
1129,52,20,0,6
1130,79,39,0,6
1130,86,24,0,6
1129,66,24,0,6
1129,70,17,0,6
1129,74,6,0,6
1129,80,17,0,6
1129,81,7,0,6
1302,37,13,0,6
1130,113,6,0,6
1302,44,12,0,6
1302,47,11,0,6
1130,125,23,0,6
1302,60,23,0,6
1130,138,8,0,6
1130,140,16,0,6
1302,64,30,0,6
1302,65,16,0,6
1302,68,20,0,6
1130,146,13,0,6
1302,80,24,0,6
1130,160,22,0,6
1130,166,21,0,6
1130,175,26,0,6
1134,3,26,0,6
1134,7,25,0,6
1134,15,16,0,6
1134,25,32,0,6
1303,2,14,0,6
1301,8,12,0,6
1301,10,15,0,6
1301,18,19,0,6
1303,17,13,0,6
1303,18,27,0,6
1303,19,13,0,6
1303,28,12,0,6
1303,29,23,0,6
1303,31,14,0,6
1303,38,13,0,6
1303,47,13,0,6
1302,10,6,0,6
1305,2,19,0,6
1302,12,12,0,6
1305,5,14,0,6
1302,14,11,0,6
1305,7,33,0,6
1302,20,32,0,6
1302,25,8,0,6
1305,22,28,0,6
1302,27,15,0,6
1305,25,14,0,6
1305,26,26,0,6
1305,27,21,0,6
1305,35,33,0,6
1307,110,13,0,6
1306,11,11,0,6
1306,13,17,0,6
1306,14,31,0,6
1306,15,18,0,6
1308,1,17,0,6
1308,2,21,0,6
1308,3,16,0,6
1308,15,23,0,6
1308,16,16,0,6
1308,20,17,0,6
1308,24,13,0,6
1308,28,23,0,6
1308,29,17,0,6
1308,32,34,0,6
1308,33,20,0,6
1308,34,21,0,6
1308,38,28,0,6
1308,41,14,0,6
1308,43,25,0,6
1308,45,19,0,6
1308,47,22,0,6
1308,49,15,0,6
1308,50,22,0,6
1308,53,11,0,6
1308,54,10,0,6
1308,56,18,0,6
1309,1,20,0,6
1306,74,21,0,6
1306,75,25,0,6
1306,85,22,0,6
1306,86,16,0,6
1309,13,21,0,6
1309,27,35,0,6
1309,29,13,0,6
1307,23,26,0,6
1309,36,16,0,6
1307,35,11,0,6
1307,36,13,0,6
1307,43,4,0,6
1307,48,9,0,6
1309,59,27,0,6
1307,52,14,0,6
1307,54,12,0,6
1307,56,15,0,6
1307,61,11,0,6
1309,72,28,0,6
1307,65,13,0,6
1309,78,22,0,6
1309,79,15,0,6
1307,76,7,0,6
1309,89,17,0,6
1309,95,13,0,6
1309,96,24,0,6
1309,97,16,0,6
1309,98,18,0,6
1309,103,24,0,6
1309,104,37,0,6
1307,97,7,0,6
1309,118,23,0,6
1309,121,19,0,6
1311,44,10,0,6
1311,47,20,0,6
1311,49,17,0,6
1309,142,22,0,6
1311,55,19,0,6
1309,146,21,0,6
1309,147,18,0,6
1309,148,10,0,6
1309,149,30,0,6
1311,64,14,0,6
1311,65,13,0,6
1309,155,0,0,6
1312,6,17,0,6
1312,7,16,0,6
1309,174,25,0,6
1309,175,32,0,6
1309,176,22,0,6
1309,177,18,0,6
1312,31,12,0,6
1312,32,16,0,6
1312,45,25,0,6
1312,49,8,0,6
1312,51,18,0,6
1314,3,13,0,6
1314,12,11,0,6
1314,14,13,0,6
1310,21,28,0,6
1314,20,25,0,6
1310,24,23,0,6
1310,34,28,0,6
1317,7,13,0,6
1310,40,15,0,6
1317,11,13,0,6
1318,12,25,0,6
1318,15,25,0,6
1318,17,14,0,6
1318,18,27,0,6
1318,27,18,0,6
1318,28,21,0,6
1318,29,9,0,6
1311,4,22,0,6
1318,38,24,0,6
1318,40,21,0,6
1318,41,31,0,6
1318,42,12,0,6
1319,8,13,0,6
1319,9,18,0,6
1504,46,21,0,6
1319,30,12,0,6
1319,34,7,0,6
1504,63,19,0,6
1504,72,12,0,6
1320,15,25,0,6
1320,19,10,0,6
1504,87,10,0,6
1504,93,27,0,6
1504,95,18,0,6
1501,17,35,0,6
1501,19,38,0,6
1504,102,9,0,6
1504,104,25,0,6
1501,25,36,0,6
1504,124,18,0,6
1504,152,3,0,6
1504,154,15,0,6
1504,160,12,0,6
1501,69,42,0,6
1501,76,34,0,6
1501,82,41,0,6
1504,3,18,0,6
1504,181,30,0,6
1504,14,13,0,6
1504,22,16,0,6
1504,201,30,0,6
1504,27,6,0,6
1504,209,8,0,6
1504,211,21,0,6
1504,214,10,0,6
1504,41,25,0,6
1504,43,14,0,6
1512,12,19,0,6
1512,19,17,0,6
1504,232,9,0,6
1504,233,27,0,6
1512,33,26,0,6
1512,35,33,0,6
1512,40,14,0,6
1504,248,29,0,6
1504,249,9,0,6
1512,42,27,0,6
1504,252,0,0,6
1512,45,10,0,6
1512,49,22,0,6
1504,258,8,0,6
1512,51,16,0,6
1512,52,24,0,6
1512,53,22,0,6
1504,266,13,0,6
1504,268,24,0,6
1504,269,7,0,6
1504,278,23,0,6
1512,72,12,0,6
1512,77,9,0,6
1512,78,14,0,6
1512,81,30,0,6
1512,83,16,0,6
1512,84,17,0,6
1512,87,27,0,6
1512,91,10,0,6
1512,96,10,0,6
1512,97,21,0,6
1504,304,33,0,6
1512,116,14,0,6
1512,122,21,0,6
1512,123,17,0,6
1512,129,17,0,6
1504,333,9,0,6
1504,338,23,0,6
1512,139,17,0,6
1512,146,17,0,6
1512,148,10,0,6
1506,1,17,0,6
1512,159,16,0,6
1506,8,27,0,6
1512,167,11,0,6
1506,11,17,0,6
1512,170,18,0,6
1506,18,24,0,6
1506,28,30,0,6
1512,190,21,0,6
1512,194,15,0,6
1512,197,34,0,6
1512,6,18,0,6
1512,201,18,0,6
1512,207,14,0,6
1512,209,25,0,6
1512,405,23,0,6
1512,214,27,0,6
1512,410,25,0,6
1512,412,20,0,6
1512,416,23,0,6
1512,227,22,0,6
1512,426,28,0,6
1512,429,26,0,6
1512,430,30,0,6
1512,431,13,0,6
1512,434,22,0,6
1512,447,14,0,6
1512,450,32,0,6
1512,451,27,0,6
1512,257,17,0,6
1512,259,9,0,6
1512,455,20,0,6
1512,456,14,0,6
1512,265,9,0,6
1512,266,28,0,6
1512,267,29,0,6
1512,268,28,0,6
1512,269,21,0,6
1512,469,20,0,6
1512,473,33,0,6
1512,280,15,0,6
1512,281,18,0,6
1512,478,17,0,6
1512,481,26,0,6
1516,1,17,0,6
1516,3,12,0,6
1516,13,25,0,6
1512,307,40,0,6
1512,308,19,0,6
1512,320,22,0,6
1512,321,28,0,6
1516,36,16,0,6
1516,41,14,0,6
1516,46,26,0,6
1512,337,22,0,6
1512,342,24,0,6
1516,57,29,0,6
1516,70,20,0,6
1516,78,20,0,6
1516,83,19,0,6
1512,373,19,0,6
1512,375,19,0,6
1512,376,17,0,6
1512,383,17,0,6
1512,384,17,0,6
1512,387,15,0,6
1512,390,26,0,6
1512,392,12,0,6
1512,394,28,0,6
1519,101,20,0,6
1516,112,10,0,6
1516,121,6,0,6
1522,7,21,0,6
1522,8,24,0,6
1522,10,13,0,6
1522,11,14,0,6
1522,13,20,0,6
1522,15,10,0,6
1516,136,28,0,6
1516,140,13,0,6
1516,141,18,0,6
1522,28,11,0,6
1522,34,30,0,6
1522,36,14,0,6
1522,40,25,0,6
1522,42,22,0,6
1522,43,35,0,6
1516,166,26,0,6
1516,167,17,0,6
1522,48,17,0,6
1522,51,34,0,6
1522,54,25,0,6
1522,56,13,0,6
1522,63,30,0,6
1518,13,26,0,6
1522,65,6,0,6
1522,68,33,0,6
1518,23,19,0,6
1522,75,24,0,6
1522,77,21,0,6
1522,83,13,0,6
1522,85,15,0,6
1522,87,23,0,6
1519,14,15,0,6
1519,19,20,0,6
1522,99,28,0,6
1522,117,24,0,6
1519,39,18,0,6
1522,133,14,0,6
1522,142,24,0,6
1519,65,24,0,6
1519,67,20,0,6
1522,148,23,0,6
1522,149,26,0,6
1519,77,14,0,6
1527,61,25,0,6
1527,66,12,0,6
1522,191,24,0,6
1527,80,28,0,6
1527,81,12,0,6
1527,85,23,0,6
1527,86,13,0,6
1527,97,13,0,6
1525,16,12,0,6
1528,11,18,0,6
1525,41,13,0,6
1525,43,16,0,6
1528,37,20,0,6
1528,45,33,0,6
1525,60,13,0,6
1525,66,11,0,6
1525,71,20,0,6
1528,67,26,0,6
1528,71,11,0,6
1528,85,13,0,6
1528,87,5,0,6
1528,91,20,0,6
1528,93,18,0,6
1527,12,14,0,6
1527,13,27,0,6
1527,16,14,0,6
1527,19,22,0,6
1527,20,17,0,6
1528,111,22,0,6
1528,112,17,0,6
1528,113,30,0,6
1528,114,28,0,6
1527,28,29,0,6
1528,122,21,0,6
1527,36,15,0,6
1528,129,27,0,6
1527,43,24,0,6
1528,137,27,0,6
1528,144,19,0,6
1527,57,6,0,6
1528,148,25,0,6
1530,122,27,0,6
1530,136,16,0,6
1530,140,13,0,6
1530,151,21,0,6
1529,29,16,0,6
1530,159,18,0,6
1530,160,34,0,6
1530,163,26,0,6
1529,40,20,0,6
1530,169,14,0,6
1529,42,16,0,6
1530,174,18,0,6
1530,176,18,0,6
1530,181,21,0,6
1530,5,33,0,6
1530,7,8,0,6
1530,200,31,0,6
1530,202,9,0,6
1530,203,19,0,6
1530,204,28,0,6
1530,218,18,0,6
1530,31,25,0,6
1530,221,18,0,6
1530,222,19,0,6
1530,38,25,0,6
1530,40,20,0,6
1530,49,32,0,6
1530,56,25,0,6
1530,57,24,0,6
1530,247,12,0,6
1530,265,16,0,6
1530,266,23,0,6
1530,267,19,0,6
1530,270,28,0,6
1530,272,17,0,6
1530,89,29,0,6
1530,279,19,0,6
1530,282,15,0,6
1531,2,9,0,6
1531,6,7,0,6
1531,7,20,0,6
1531,11,21,0,6
1533,130,33,0,6
1533,155,17,0,6
1531,44,8,0,6
1533,161,18,0,6
1533,162,25,0,6
1533,163,23,0,6
1531,54,22,0,6
1533,166,19,0,6
1531,60,14,0,6
1533,173,24,0,6
1533,177,15,0,6
1533,9,26,0,6
1533,11,12,0,6
1533,185,9,0,6
1533,193,17,0,6
1533,33,23,0,6
1536,10,12,0,6
1533,45,34,0,6
1533,53,26,0,6
1536,32,27,0,6
1533,57,23,0,6
1533,62,9,0,6
1533,63,19,0,6
1536,56,34,0,6
1536,57,14,0,6
1536,58,15,0,6
1536,65,15,0,6
1536,74,28,0,6
1533,92,28,0,6
1536,80,30,0,6
1536,81,13,0,6
1536,86,22,0,6
1536,94,27,0,6
1536,100,16,0,6
1536,104,27,0,6
1533,118,13,0,6
1536,111,12,0,6
1533,123,23,0,6
1544,132,11,0,6
1544,140,20,0,6
1550,2,15,0,6
1542,5,19,0,6
1550,8,10,0,6
1542,8,16,0,6
1542,9,7,0,6
1550,16,19,0,6
1542,18,5,0,6
1542,19,26,0,6
1542,23,23,0,6
1550,27,25,0,6
1542,34,21,0,6
1542,41,5,0,6
1542,48,10,0,6
1542,55,11,0,6
1550,49,15,0,6
1544,5,3,0,6
1544,14,15,0,6
1544,15,19,0,6
1544,18,23,0,6
1544,19,17,0,6
1544,29,6,0,6
1553,3,11,0,6
1553,4,27,0,6
1544,35,14,0,6
1544,40,20,0,6
1544,44,10,0,6
1544,52,20,0,6
1553,22,22,0,6
1553,24,13,0,6
1553,31,10,0,6
1553,32,26,0,6
1544,69,12,0,6
1544,70,13,0,6
1544,75,0,0,6
1554,1,19,0,6
1554,2,23,0,6
1544,82,15,0,6
1544,89,22,0,6
1544,96,27,0,6
1554,17,18,0,6
1544,104,22,0,6
1554,20,27,0,6
1544,108,32,0,6
1544,115,23,0,6
1544,116,17,0,6
1555,44,17,0,6
1554,38,9,0,6
1555,53,27,0,6
1561,25,20,0,6
1554,68,16,0,6
1561,28,35,0,6
1554,74,8,0,6
1561,38,33,0,6
1554,83,8,0,6
1561,46,28,0,6
1554,85,23,0,6
1561,49,32,0,6
1561,52,28,0,6
1561,63,24,0,6
1554,99,17,0,6
1561,66,26,0,6
1561,67,34,0,6
1561,68,24,0,6
1554,103,20,0,6
1554,106,16,0,6
1554,112,22,0,6
1554,114,12,0,6
1561,86,26,0,6
1561,91,30,0,6
1561,110,21,0,6
1561,115,26,0,6
1561,118,8,0,6
1561,119,24,0,6
1561,123,22,0,6
1554,157,6,0,6
1561,133,22,0,6
1554,159,18,0,6
1561,147,25,0,6
1561,149,21,0,6
1555,13,29,0,6
1555,14,29,0,6
1555,15,23,0,6
1561,156,29,0,6
1561,161,26,0,6
1561,166,21,0,6
1561,171,26,0,6
1555,38,25,0,6
1555,40,33,0,6
1569,19,20,0,6
1569,21,28,0,6
1561,190,14,0,6
1569,36,27,0,6
1569,38,30,0,6
1569,39,26,0,6
1569,41,17,0,6
1569,43,15,0,6
1561,215,30,0,6
1569,52,17,0,6
1575,1,26,0,6
1561,223,24,0,6
1575,9,24,0,6
1561,235,23,0,6
1579,13,15,0,6
1579,15,16,0,6
1579,22,22,0,6
1579,24,20,0,6
1579,26,19,0,6
1561,272,29,0,6
1580,5,36,0,6
1561,276,29,0,6
1561,277,11,0,6
1561,284,0,0,6
1561,288,25,0,6
1580,18,34,0,6
1561,297,21,0,6
1580,25,32,0,6
1561,305,27,0,6
1580,31,25,0,6
1561,308,15,0,6
1561,311,21,0,6
1561,317,27,0,6
1580,44,37,0,6
1561,323,6,0,6
1561,328,23,0,6
1580,51,31,0,6
1561,333,22,0,6
1561,337,22,0,6
1580,62,41,0,6
1561,348,9,0,6
1580,65,31,0,6
1561,351,23,0,6
1580,68,34,0,6
1561,355,25,0,6
1580,71,30,0,6
1580,75,35,0,6
1581,360,15,0,6
1581,361,19,0,6
1581,366,19,0,6
1581,371,20,0,6
1581,373,20,0,6
1581,376,13,0,6
1581,383,14,0,6
1581,384,21,0,6
1581,386,16,0,6
1581,387,10,0,6
1581,394,15,0,6
1581,395,15,0,6
1581,403,16,0,6
1581,407,20,0,6
1581,408,19,0,6
1582,2,11,0,6
1582,5,17,0,6
1582,7,22,0,6
1582,12,11,0,6
1582,13,11,0,6
1582,14,16,0,6
1582,17,19,0,6
1582,20,13,0,6
1582,24,12,0,6
1582,25,10,0,6
1582,28,26,0,6
1582,33,29,0,6
1582,34,20,0,6
1582,36,23,0,6
1582,40,16,0,6
1582,44,16,0,6
1582,46,24,0,6
1582,48,16,0,6
1582,52,24,0,6
1582,57,21,0,6
1582,59,9,0,6
1582,61,24,0,6
1582,64,11,0,6
1582,65,22,0,6
1582,67,16,0,6
1582,69,22,0,6
1582,72,12,0,6
1582,74,13,0,6
1582,76,15,0,6
1582,81,18,0,6
1582,83,18,0,6
1582,84,17,0,6
1584,1,11,0,6
1584,2,13,0,6
1584,7,11,0,6
1584,8,27,0,6
1584,178,27,0,6
1584,180,16,0,6
1584,181,10,0,6
1584,184,30,0,6
1584,195,28,0,6
1584,204,10,0,6
1584,207,10,0,6
1584,209,19,0,6
1584,213,28,0,6
1584,216,28,0,6
1584,228,20,0,6
1584,233,5,0,6
1584,238,25,0,6
1585,12,12,0,6
1585,16,14,0,6
1584,114,13,0,6
1585,31,29,0,6
1584,119,10,0,6
1584,126,19,0,6
1584,128,10,0,6
1584,130,24,0,6
1584,135,13,0,6
1585,62,34,0,6
1585,63,12,0,6
1584,143,8,0,6
1584,150,23,0,6
1585,76,12,0,6
1585,81,17,0,6
1585,82,16,0,6
1585,97,6,0,6
1589,112,6,0,6
1589,114,11,0,6
1587,4,11,0,6
1589,126,14,0,6
1587,12,14,0,6
1587,18,22,0,6
1589,138,9,0,6
1587,26,8,0,6
1587,30,23,0,6
1589,146,20,0,6
1587,37,22,0,6
1587,38,13,0,6
1589,151,7,0,6
1589,167,26,0,6
1589,185,22,0,6
1589,187,16,0,6
1589,216,8,0,6
1589,218,19,0,6
1589,238,20,0,6
1589,241,14,0,6
1589,245,13,0,6
1589,251,28,0,6
1589,267,14,0,6
1589,275,13,0,6
1594,82,14,0,6
1589,293,14,0,6
1589,298,12,0,6
1589,303,23,0,6
1596,1,11,0,6
1589,307,37,0,6
1589,309,16,0,6
1589,311,12,0,6
1589,314,29,0,6
1596,9,13,0,6
1589,316,14,0,6
1596,11,13,0,6
1589,318,15,0,6
1589,320,3,0,6
1589,322,9,0,6
1596,17,14,0,6
1589,324,22,0,6
1589,326,0,0,6
1589,328,26,0,6
1589,330,8,0,6
1589,332,11,0,6
1589,334,7,0,6
1589,336,7,0,6
1589,338,8,0,6
1589,340,11,0,6
1589,342,11,0,6
1589,344,18,0,6
1589,346,29,0,6
1589,348,13,0,6
1589,350,3,0,6
1596,45,18,0,6
1589,352,9,0,6
1596,47,19,0,6
1589,354,12,0,6
1589,356,25,0,6
1589,358,29,0,6
1589,360,0,0,6
1596,55,14,0,6
1589,362,15,0,6
1589,364,7,0,6
1589,366,11,0,6
1589,368,12,0,6
1596,63,12,0,6
1589,370,14,0,6
1589,372,6,0,6
1596,67,13,0,6
1589,374,21,0,6
1589,376,10,0,6
1596,71,33,0,6
1594,1,7,0,6
1594,9,3,0,6
1594,11,25,0,6
1608,9,9,0,6
1608,10,18,0,6
1608,11,18,0,6
1594,20,14,0,6
1608,17,11,0,6
1608,18,9,0,6
1594,27,21,0,6
1594,29,19,0,6
1594,39,4,0,6
1594,44,26,0,6
1629,31,35,0,6
1615,1,12,0,6
1615,3,12,0,6
1615,11,27,0,6
1629,48,37,0,6
1615,24,7,0,6
1629,58,28,0,6
1615,27,27,0,6
1615,28,16,0,6
1615,46,15,0,6
1615,47,14,0,6
1629,84,30,0,6
1629,89,35,0,6
1629,94,37,0,6
1624,4,23,0,6
1629,114,33,0,6
1624,11,13,0,6
1629,125,23,0,6
1629,127,28,0,6
1625,5,29,0,6
1629,135,32,0,6
1625,15,37,0,6
1629,137,17,0,6
1625,27,27,0,6
1625,28,32,0,6
1625,29,22,0,6
1629,162,27,0,6
1625,58,29,0,6
1629,176,36,0,6
1625,62,22,0,6
1629,179,34,0,6
1629,210,34,0,6
1629,212,29,0,6
1629,217,31,0,6
1707,29,27,0,6
1707,35,17,0,6
1629,240,42,0,6
1707,58,19,0,6
1707,59,12,0,6
1630,2,13,0,6
1707,65,14,0,6
1707,77,14,0,6
1707,80,13,0,6
1630,26,14,0,6
1630,28,14,0,6
1707,88,11,0,6
1707,101,16,0,6
1701,12,11,0,6
1701,13,19,0,6
1701,14,24,0,6
1701,18,14,0,6
1701,19,15,0,6
1701,20,22,0,6
1701,24,23,0,6
1701,26,15,0,6
1701,37,24,0,6
1701,38,18,0,6
1708,1,28,0,6
1705,1,14,0,6
1705,9,15,0,6
1708,9,37,0,6
1705,16,29,0,6
1708,14,27,0,6
1705,24,23,0,6
1705,34,12,0,6
1708,26,25,0,6
1708,27,21,0,6
1705,38,13,0,6
1705,48,14,0,6
1708,36,18,0,6
1705,52,7,0,6
1708,40,28,0,6
1708,46,16,0,6
1708,47,17,0,6
1705,66,19,0,6
1707,7,24,0,6
1707,12,23,0,6
1707,18,9,0,6
1708,64,20,0,6
1708,374,18,0,6
1708,376,22,0,6
1708,378,29,0,6
1712,47,12,0,6
1712,53,10,0,6
1712,59,17,0,6
1708,390,32,0,6
1708,394,16,0,6
1712,73,14,0,6
1712,87,22,0,6
1712,98,14,0,6
1712,100,14,0,6
1708,424,29,0,6
1712,103,16,0,6
1708,429,23,0,6
1708,431,17,0,6
1712,111,23,0,6
1708,433,10,0,6
1708,435,25,0,6
1712,119,16,0,6
1712,121,20,0,6
1712,122,14,0,6
1708,446,8,0,6
1708,448,20,0,6
1712,132,9,0,6
1710,3,31,0,6
1712,135,24,0,6
1712,137,15,0,6
1712,150,16,0,6
1710,19,15,0,6
1712,152,13,0,6
1710,22,26,0,6
1712,157,14,0,6
1710,25,21,0,6
1710,26,22,0,6
1710,34,23,0,6
1710,36,19,0,6
1712,168,12,0,6
1710,47,25,0,6
1712,5,15,0,6
1712,12,10,0,6
1712,19,17,0,6
1712,20,16,0,6
1712,23,5,0,6
1712,201,38,0,6
1712,28,14,0,6
1712,29,28,0,6
1712,208,9,0,6
1712,38,15,0,6
1712,216,11,0,6
1712,221,16,0,6
1712,400,30,0,6
1712,413,15,0,6
1712,236,12,0,6
1712,238,24,0,6
1712,242,18,0,6
1712,248,11,0,6
1712,428,18,0,6
1712,435,25,0,6
1712,257,12,0,6
1712,439,10,0,6
1712,449,27,0,6
1712,452,15,0,6
1712,455,25,0,6
1712,282,6,0,6
1712,287,17,0,6
1712,295,18,0,6
1712,296,9,0,6
1712,489,15,0,6
1712,491,18,0,6
1712,313,15,0,6
1712,314,10,0,6
1712,318,33,0,6
1712,319,30,0,6
1714,2,17,0,6
1712,338,10,0,6
1712,340,11,0,6
1714,19,36,0,6
1714,20,18,0,6
1714,34,21,0,6
1712,356,8,0,6
1715,2,27,0,6
1715,14,28,0,6
1715,18,32,0,6
1712,375,22,0,6
1716,1,26,0,6
1716,2,24,0,6
1716,3,22,0,6
1717,149,20,0,6
1716,31,15,0,6
1716,32,25,0,6
1717,170,26,0,6
1717,176,25,0,6
1717,182,31,0,6
1717,184,16,0,6
1717,194,13,0,6
1717,198,22,0,6
1717,210,35,0,6
1717,212,33,0,6
1717,226,26,0,6
1717,228,29,0,6
1717,230,5,0,6
1717,234,32,0,6
1717,240,30,0,6
1717,252,26,0,6
1717,258,29,0,6
1717,262,9,0,6
1717,264,21,0,6
1717,268,28,0,6
1717,270,22,0,6
1717,276,23,0,6
1717,288,17,0,6
1717,290,15,0,6
1717,295,15,0,6
1721,49,24,0,6
1721,52,20,0,6
1721,54,27,0,6
1721,62,14,0,6
1719,18,9,0,6
1724,3,11,0,6
1719,27,32,0,6
1719,29,8,0,6
1724,13,16,0,6
1724,15,10,0,6
1724,18,21,0,6
1724,19,10,0,6
1724,24,31,0,6
1724,25,9,0,6
1724,28,29,0,6
1724,30,12,0,6
1724,32,25,0,6
1724,33,12,0,6
1724,34,32,0,6
1724,45,18,0,6
1719,66,18,0,6
1719,67,22,0,6
1719,73,11,0,6
1720,3,23,0,6
1720,4,19,0,6
1720,5,21,0,6
1724,61,15,0,6
1720,7,17,0,6
1720,8,15,0,6
1724,65,19,0,6
1724,66,19,0,6
1724,67,10,0,6
1724,69,12,0,6
1724,71,8,0,6
1720,31,25,0,6
1720,34,16,0,6
1720,41,30,0,6
1720,42,28,0,6
1724,104,9,0,6
1724,109,26,0,6
1724,112,29,0,6
1724,114,27,0,6
1724,130,5,0,6
1724,135,27,0,6
1724,143,25,0,6
1724,145,14,0,6
1721,17,13,0,6
1724,151,12,0,6
1724,153,34,0,6
1724,155,21,0,6
1724,160,33,0,6
1721,30,22,0,6
1724,184,20,0,6
1728,97,27,0,6
1724,187,23,0,6
1724,188,35,0,6
1728,105,19,0,6
1726,5,11,0,6
1728,108,21,0,6
1726,9,14,0,6
1728,112,21,0,6
1726,19,6,0,6
1726,23,3,0,6
1726,29,12,0,6
1726,30,6,0,6
1728,128,10,0,6
1726,37,18,0,6
1726,44,26,0,6
1728,138,14,0,6
1726,50,10,0,6
1726,51,30,0,6
1728,142,34,0,6
1726,55,8,0,6
1728,145,25,0,6
1726,65,11,0,6
1726,66,12,0,6
1728,156,10,0,6
1728,159,29,0,6
1728,169,15,0,6
1728,172,33,0,6
1728,178,29,0,6
1728,180,31,0,6
1728,185,20,0,6
1728,187,18,0,6
1728,192,26,0,6
1728,193,20,0,6
1728,194,28,0,6
1728,195,31,0,6
1728,196,23,0,6
1728,197,28,0,6
1728,200,12,0,6
1728,204,19,0,6
1728,206,11,0,6
1728,215,16,0,6
1728,217,25,0,6
1728,220,25,0,6
1728,226,13,0,6
1728,227,29,0,6
1728,230,22,0,6
1728,231,26,0,6
1728,236,13,0,6
1728,243,23,0,6
1728,244,14,0,6
1728,249,24,0,6
1728,253,23,0,6
1735,29,10,0,6
1735,39,20,0,6
1735,40,29,0,6
1728,275,13,0,6
1728,277,16,0,6
1737,9,19,0,6
1728,279,22,0,6
1728,311,17,0,6
1728,313,23,0,6
1728,315,15,0,6
1728,325,26,0,6
1728,329,36,0,6
1728,333,32,0,6
1731,5,25,0,6
1731,9,23,0,6
1731,15,11,0,6
1731,16,5,0,6
1737,92,18,0,6
1731,21,11,0,6
1740,3,31,0,6
1731,27,7,0,6
1740,6,24,0,6
1731,31,9,0,6
1740,11,23,0,6
1731,39,4,0,6
1740,14,32,0,6
1740,15,12,0,6
1740,16,21,0,6
1731,44,2,0,6
1740,20,20,0,6
1731,48,6,0,6
1740,23,13,0,6
1731,52,14,0,6
1740,32,14,0,6
1735,10,16,0,6
1740,34,23,0,6
1735,12,16,0,6
1740,36,20,0,6
1740,37,14,0,6
1740,40,20,0,6
1742,113,30,0,6
1740,47,21,0,6
1740,50,22,0,6
1740,62,19,0,6
1742,144,14,0,6
1740,71,29,0,6
1742,153,24,0,6
1742,154,19,0,6
1740,76,18,0,6
1740,80,9,0,6
1742,163,26,0,6
1740,86,15,0,6
1742,170,28,0,6
1740,88,20,0,6
1742,175,30,0,6
1742,179,30,0,6
1740,100,14,0,6
1740,102,21,0,6
1742,201,16,0,6
1742,21,11,0,6
1742,22,24,0,6
1742,212,24,0,6
1742,26,10,0,6
1742,28,19,0,6
1742,30,20,0,6
1742,31,15,0,6
1742,34,12,0,6
1742,35,26,0,6
